date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-07-30,Guwahati,34.83,56.8,14.54,10.06,0.63,17.44,98.77
2025-07-31,Guwahati,19.9,80.18,24.81,9.85,0.77,14.93,66.88
2025-08-01,Guwahati,28.88,65.4,26.36,2.15,1.27,17.05,86.07
2025-08-02,Guwahati,24.93,90.35,5.87,8.17,1.21,17.65,77.64
2025-08-03,Guwahati,29.85,94.77,40.98,10.39,1.83,17.97,88.15
2025-08-04,Guwahati,12.42,64.36,29.5,1.64,0.71,17.54,50.9
2025-08-05,Guwahati,39.2,74.42,18.7,7.74,0.62,19.51,109.49
2025-08-06,Guwahati,18.11,64.86,17.75,9.27,1.07,21.11,63.06
2025-08-07,Guwahati,53.74,74.52,20.73,5.45,0.61,22.06,145.84
2025-08-08,Guwahati,37.55,42.55,13.38,5.65,0.64,23.04,105.38
2025-08-09,Guwahati,35.26,65.05,28.25,5.45,1.06,16.56,99.71
2025-08-10,Guwahati,36.2,68.58,13.96,6.73,1.06,24.02,101.99
2025-08-11,Guwahati,36.86,53.11,30.1,8.77,0.79,15.54,103.64
2025-08-12,Guwahati,25.58,38.29,25.4,10.75,1.65,15.94,79.01
2025-08-13,Guwahati,43.49,70.27,4.9,6.2,0.9,29.49,120.21
2025-08-14,Guwahati,19.76,74.99,21.18,2.86,0.86,31.59,66.58
2025-08-15,Guwahati,31.34,86.0,30.73,5.86,0.57,15.36,91.32
2025-08-16,Guwahati,49.12,68.78,9.23,9.7,0.37,17.35,134.29
2025-08-17,Guwahati,33.62,117.28,29.97,5.75,1.09,27.76,96.2
2025-08-18,Guwahati,50.93,63.54,22.51,4.71,1.35,29.1,138.82
2025-08-19,Guwahati,10.5,60.46,14.55,7.65,0.58,14.34,43.77
2025-08-20,Guwahati,45.24,62.39,22.42,8.5,1.47,19.91,124.59
2025-08-21,Guwahati,31.06,63.27,34.25,7.0,0.96,24.49,90.72
2025-08-22,Guwahati,54.17,67.77,21.03,13.03,1.61,29.62,146.92
2025-08-23,Guwahati,26.22,54.31,8.49,10.09,1.11,11.53,80.38
2025-08-24,Guwahati,47.63,61.06,22.5,2.66,1.28,25.52,130.56
2025-08-25,Guwahati,32.07,58.44,44.33,3.59,0.79,26.42,92.89
2025-08-26,Guwahati,19.73,44.18,32.12,9.02,1.27,23.58,66.53
2025-08-27,Guwahati,25.56,63.54,23.82,9.74,1.25,16.81,78.98
2025-08-28,Guwahati,43.2,48.2,21.68,3.77,0.74,34.02,119.49
2025-08-29,Guwahati,16.28,52.19,28.38,5.79,1.14,31.26,59.14
2025-08-30,Guwahati,39.88,56.78,22.18,8.79,1.33,22.47,111.2
2025-08-31,Guwahati,36.0,72.92,22.29,5.38,1.38,24.29,101.5
2025-09-01,Guwahati,9.9,53.34,21.14,6.6,1.56,41.88,41.24
2025-09-02,Guwahati,5.0,71.25,23.45,6.66,1.3,23.4,20.83
2025-09-03,Guwahati,30.48,70.42,29.48,8.58,1.16,18.97,89.5
2025-09-04,Guwahati,66.93,74.73,29.98,5.68,1.16,23.32,162.13
2025-09-05,Guwahati,13.27,57.43,20.22,5.4,0.65,22.58,52.71
2025-09-06,Guwahati,48.55,68.56,13.89,4.11,0.93,14.08,132.88
2025-09-07,Guwahati,36.24,93.9,18.89,7.43,0.91,18.59,102.11
2025-09-08,Guwahati,36.99,56.35,18.34,2.34,1.11,28.57,103.97
2025-09-09,Guwahati,42.5,98.54,18.98,9.75,0.64,26.58,117.76
2025-09-10,Guwahati,54.84,80.05,38.25,5.4,1.03,16.98,148.6
2025-09-11,Guwahati,31.54,70.33,22.84,5.78,0.88,24.12,91.75
2025-09-12,Guwahati,28.4,40.83,6.94,5.41,0.53,17.45,85.04
2025-09-13,Guwahati,28.3,65.05,18.86,13.77,0.58,29.48,84.82
2025-09-14,Guwahati,31.57,54.94,28.84,5.84,0.76,33.04,91.81
2025-09-15,Guwahati,7.74,63.95,26.06,11.42,0.92,38.17,32.26
2025-09-16,Guwahati,43.36,48.36,13.2,7.91,0.62,25.73,119.91
2025-09-17,Guwahati,25.39,40.87,15.19,9.76,0.27,28.58,78.61
2025-09-18,Guwahati,47.54,63.03,13.78,8.87,0.89,13.3,130.36
2025-09-19,Guwahati,56.14,61.14,12.13,8.06,1.05,31.19,150.77
2025-09-20,Guwahati,28.78,60.28,26.35,7.8,1.17,23.78,85.86
2025-09-21,Guwahati,34.15,58.08,30.12,6.12,1.4,30.57,97.33
2025-09-22,Guwahati,25.08,115.99,18.69,5.08,1.3,25.08,77.94
2025-09-23,Guwahati,33.87,83.86,25.99,13.4,1.06,17.09,96.74
2025-09-24,Guwahati,25.47,75.74,27.34,7.82,0.74,28.85,78.79
2025-09-25,Guwahati,55.97,67.63,38.12,9.8,1.97,25.24,150.6
2025-09-26,Guwahati,36.98,87.33,21.8,8.42,1.61,27.08,103.96
2025-09-27,Guwahati,32.14,70.72,29.47,9.37,1.38,24.09,93.04
2025-09-28,Guwahati,22.81,53.68,27.25,9.69,1.36,17.89,73.1
2025-07-01,Chandigarh,34.32,47.98,14.52,7.44,1.62,23.48,97.7
2025-07-02,Chandigarh,57.05,65.44,24.39,4.23,0.94,15.35,151.73
2025-07-03,Chandigarh,15.19,45.12,25.37,4.99,0.88,24.8,56.82
2025-07-04,Chandigarh,14.99,69.76,30.9,10.0,1.29,22.03,56.4
2025-07-05,Chandigarh,26.69,67.24,37.64,8.02,1.04,26.53,81.39
2025-07-06,Chandigarh,35.13,74.04,23.0,5.96,1.48,11.23,99.43
2025-07-07,Chandigarh,40.87,60.75,10.08,4.28,1.07,22.8,113.67
2025-07-08,Chandigarh,42.49,84.39,11.85,8.33,1.37,23.87,117.73
2025-07-09,Chandigarh,40.75,45.75,17.08,11.3,0.97,36.04,113.37
2025-07-10,Chandigarh,15.14,95.46,17.51,9.79,0.96,23.08,56.71
2025-07-11,Chandigarh,41.74,56.91,30.58,6.4,1.15,6.88,115.85
2025-07-12,Chandigarh,30.1,94.04,29.81,9.86,1.1,32.78,88.68
2025-07-13,Chandigarh,36.11,53.5,29.95,9.97,1.33,20.19,101.76
2025-07-14,Chandigarh,36.91,96.0,28.01,2.77,0.83,18.37,103.79
2025-07-15,Chandigarh,26.16,31.16,40.45,4.57,0.76,10.63,80.27
2025-07-16,Chandigarh,43.57,65.75,20.99,6.31,1.32,19.6,120.41
2025-07-17,Chandigarh,9.24,41.69,13.08,8.03,1.45,31.67,38.49
2025-07-18,Chandigarh,13.11,79.46,18.74,15.97,1.63,32.91,52.37
2025-07-19,Chandigarh,43.69,76.24,20.86,5.4,0.76,25.83,120.73
2025-07-20,Chandigarh,51.45,59.86,17.77,2.75,1.18,29.97,140.13
2025-07-21,Chandigarh,48.72,95.29,27.03,7.47,1.59,15.81,133.3
2025-07-22,Chandigarh,29.04,103.21,15.72,7.1,1.33,23.03,86.41
2025-07-23,Chandigarh,48.53,100.02,28.39,11.37,0.71,21.56,132.81
2025-07-24,Chandigarh,61.59,105.87,13.35,7.16,1.13,24.61,156.52
2025-07-25,Chandigarh,49.05,105.16,24.53,10.57,1.34,22.44,134.13
2025-07-26,Chandigarh,14.47,90.06,29.53,8.37,0.69,34.11,55.27
2025-07-27,Chandigarh,35.96,46.35,14.67,9.23,1.36,19.63,101.4
2025-07-28,Chandigarh,39.52,81.96,25.41,5.1,1.46,27.17,110.29
2025-07-29,Chandigarh,40.82,52.01,13.71,7.43,1.45,28.58,113.55
2025-07-30,Chandigarh,40.47,58.93,17.52,7.15,1.08,28.93,112.68
2025-07-31,Chandigarh,29.82,62.84,41.83,11.85,0.73,31.18,88.07
2025-08-01,Chandigarh,18.16,56.93,20.4,6.97,1.33,22.9,63.17
2025-08-02,Chandigarh,40.4,59.35,26.73,7.44,0.52,25.09,112.49
2025-08-03,Chandigarh,33.82,52.7,20.22,6.0,0.98,32.83,96.62
2025-08-04,Chandigarh,59.3,64.3,28.53,10.06,0.99,27.62,154.1
2025-08-05,Chandigarh,53.75,58.75,25.02,13.07,0.58,21.72,145.87
2025-08-06,Chandigarh,30.39,92.11,35.13,7.69,1.09,12.19,89.29
2025-08-07,Chandigarh,51.81,62.5,23.51,10.11,1.16,28.48,141.04
2025-08-08,Chandigarh,39.83,70.85,25.84,3.83,1.02,29.01,111.08
2025-08-09,Chandigarh,24.34,55.69,17.7,7.66,1.64,25.43,76.38
2025-08-10,Chandigarh,8.0,81.86,20.99,8.73,1.02,17.6,33.35
2025-08-11,Chandigarh,33.73,60.49,26.93,4.54,0.63,26.84,96.43
2025-08-12,Chandigarh,46.95,79.74,18.81,4.98,0.81,27.48,128.87
2025-08-13,Chandigarh,22.78,84.62,28.62,10.91,1.51,25.47,73.03
2025-08-14,Chandigarh,13.99,77.71,23.72,6.08,1.62,21.4,54.25
2025-08-15,Chandigarh,25.71,88.62,19.91,5.46,0.63,17.14,79.3
2025-08-16,Chandigarh,25.12,80.89,15.91,1.63,1.2,18.5,78.04
2025-08-17,Chandigarh,33.78,94.28,24.9,11.73,1.05,28.11,96.53
2025-08-18,Chandigarh,26.21,69.27,16.2,4.76,0.99,14.39,80.37
2025-08-19,Chandigarh,35.87,62.62,26.3,3.26,1.36,32.17,101.19
2025-08-20,Chandigarh,51.8,106.93,25.11,6.14,1.28,21.25,141.01
2025-08-21,Chandigarh,12.75,84.67,22.42,2.8,0.88,21.2,51.6
2025-08-22,Chandigarh,35.38,70.84,36.2,3.33,1.02,17.02,99.96
2025-08-23,Chandigarh,48.09,56.2,21.08,10.35,1.61,31.07,131.72
2025-08-24,Chandigarh,13.72,77.68,26.33,7.05,1.11,29.99,53.67
2025-08-25,Chandigarh,47.73,88.24,26.73,14.01,0.92,12.7,130.83
2025-08-26,Chandigarh,32.84,72.53,36.15,5.67,1.28,13.47,94.52
2025-08-27,Chandigarh,46.75,69.71,21.9,13.59,1.51,16.27,128.36
2025-08-28,Chandigarh,35.14,126.79,42.06,9.97,0.34,30.42,99.44
2025-08-29,Chandigarh,26.01,94.92,18.86,8.67,0.82,20.22,79.94
2025-08-30,Chandigarh,40.2,45.2,42.47,4.12,0.65,26.02,111.99
2025-08-31,Chandigarh,48.38,60.7,15.02,4.43,0.67,24.09,132.45
2025-09-01,Chandigarh,30.77,74.13,25.93,9.67,0.92,17.76,90.11
2025-09-02,Chandigarh,36.13,67.72,26.16,5.06,1.34,15.15,101.82
2025-09-03,Chandigarh,28.38,90.76,14.98,10.35,0.52,12.71,84.99
2025-09-04,Chandigarh,16.31,71.46,30.63,11.08,1.57,27.17,59.2
2025-09-05,Chandigarh,22.23,49.59,29.68,11.46,0.67,30.2,71.85
2025-09-06,Chandigarh,9.47,74.65,22.85,6.59,1.09,17.26,39.45
2025-09-07,Chandigarh,39.33,69.95,32.0,11.97,1.13,17.22,109.82
2025-09-08,Chandigarh,18.4,100.08,35.68,9.86,1.1,27.11,63.69
2025-09-09,Chandigarh,50.58,57.67,25.43,3.88,1.03,31.53,137.96
2025-09-10,Chandigarh,44.59,68.27,2.0,5.23,1.12,21.1,122.99
2025-09-11,Chandigarh,32.56,71.18,19.05,7.18,1.02,17.67,93.93
2025-09-12,Chandigarh,56.34,61.34,6.63,12.55,0.74,27.71,150.99
2025-09-13,Chandigarh,26.39,80.92,24.56,10.2,0.99,18.33,80.75
2025-09-14,Chandigarh,36.4,60.18,8.59,5.4,2.23,11.24,102.5
2025-09-15,Chandigarh,36.84,63.71,38.94,3.87,1.12,26.59,103.59
2025-09-16,Chandigarh,30.74,51.92,23.58,6.27,0.96,27.66,90.05
2025-09-17,Chandigarh,38.54,79.54,27.25,10.08,1.6,20.61,107.84
2025-09-18,Chandigarh,44.65,49.65,6.77,12.68,0.95,23.52,123.12
2025-09-19,Chandigarh,17.66,41.25,17.91,9.13,0.87,20.45,62.1
2025-09-20,Chandigarh,23.72,90.06,30.12,5.75,1.35,20.67,75.05
2025-09-21,Chandigarh,29.35,66.95,29.24,4.52,1.28,37.05,87.07
2025-09-22,Chandigarh,34.43,67.05,22.54,8.63,0.44,32.18,97.93
2025-09-23,Chandigarh,46.56,56.72,24.92,5.53,1.2,22.41,127.89
2025-09-24,Chandigarh,39.07,51.15,21.93,10.64,0.87,6.42,109.18
2025-09-25,Chandigarh,32.33,117.17,31.41,5.45,1.06,26.11,93.43
2025-09-26,Chandigarh,10.75,48.91,26.6,11.98,0.9,31.64,44.8
2025-09-27,Chandigarh,26.25,31.25,30.86,8.82,1.37,26.46,80.45
2025-09-28,Chandigarh,34.8,61.68,21.93,5.82,0.92,11.69,98.73
2025-07-01,Dehradun,16.76,61.85,4.65,1.18,0.95,21.54,60.16
2025-07-02,Dehradun,28.53,33.53,35.32,2.89,0.75,14.93,85.32
2025-07-03,Dehradun,50.81,78.67,21.24,5.57,1.15,14.77,138.53
2025-07-04,Dehradun,37.2,55.85,27.54,8.66,0.84,10.32,104.5
2025-07-05,Dehradun,26.91,34.17,22.2,6.43,0.84,15.03,81.85
2025-07-06,Dehradun,48.22,59.49,43.0,7.3,1.22,22.64,132.04
2025-07-07,Dehradun,37.89,90.08,32.71,1.9,1.42,25.62,106.22
2025-07-08,Dehradun,30.9,98.3,36.19,9.91,0.86,15.34,90.39
2025-07-09,Dehradun,43.73,96.72,8.47,10.46,0.98,11.68,120.83
2025-07-10,Dehradun,36.5,82.65,19.4,4.03,1.76,18.71,102.74
2025-07-11,Dehradun,48.4,53.4,27.98,8.36,1.43,31.3,132.5
2025-07-12,Dehradun,24.76,79.68,13.55,3.07,0.85,24.67,77.27
2025-07-13,Dehradun,52.49,103.84,20.74,8.12,1.46,27.37,142.72
2025-07-14,Dehradun,33.94,72.74,24.6,6.57,0.94,21.97,96.88
2025-07-15,Dehradun,28.42,45.04,30.81,8.75,1.83,24.54,85.09
2025-07-16,Dehradun,27.93,54.83,24.23,8.86,0.98,13.88,84.04
2025-07-17,Dehradun,24.96,68.77,30.09,2.74,1.19,23.86,77.7
2025-07-18,Dehradun,28.71,57.18,18.68,7.62,1.53,29.72,85.7
2025-07-19,Dehradun,19.44,63.61,6.29,7.53,1.32,32.07,65.9
2025-07-20,Dehradun,12.03,46.26,25.25,2.34,1.15,26.48,50.07
2025-07-21,Dehradun,18.32,70.87,14.35,11.33,1.16,18.46,63.5
2025-07-22,Dehradun,19.41,76.74,35.25,4.89,0.9,18.13,65.84
2025-07-23,Dehradun,52.26,57.26,34.34,6.07,1.05,20.43,142.16
2025-07-24,Dehradun,35.22,51.82,31.61,10.5,0.69,26.38,99.62
2025-07-25,Dehradun,28.78,68.42,35.87,5.18,1.45,25.16,85.85
2025-07-26,Dehradun,29.84,73.59,25.14,3.72,0.84,16.08,88.11
2025-07-27,Dehradun,29.18,93.54,27.94,2.9,0.97,23.61,86.7
2025-07-28,Dehradun,42.81,55.52,14.42,7.03,1.31,23.83,118.53
2025-07-29,Dehradun,23.58,104.1,23.83,7.78,0.82,28.99,74.75
2025-07-30,Dehradun,40.52,74.48,14.84,10.48,1.38,28.69,112.8
2025-07-31,Dehradun,34.21,66.99,22.99,14.04,0.86,15.07,97.46
2025-08-01,Dehradun,29.47,57.89,34.28,3.13,0.86,23.91,87.33
2025-08-02,Dehradun,50.16,84.19,37.94,8.24,1.0,27.51,136.89
2025-08-03,Dehradun,16.53,33.12,31.57,7.83,1.47,17.25,59.68
2025-08-04,Dehradun,48.83,81.14,23.39,7.82,1.22,17.26,133.58
2025-08-05,Dehradun,29.92,76.04,21.36,2.79,1.2,27.8,88.3
2025-08-06,Dehradun,46.07,78.39,30.53,10.16,1.11,9.61,126.68
2025-08-07,Dehradun,45.59,50.59,13.85,3.89,2.07,24.69,125.48
2025-08-08,Dehradun,20.29,53.52,23.79,8.83,1.19,16.96,67.71
2025-08-09,Dehradun,36.22,54.49,31.96,7.37,0.78,26.54,102.06
2025-08-10,Dehradun,38.21,58.67,29.94,9.09,1.56,26.53,107.04
2025-08-11,Dehradun,31.51,36.51,25.47,8.23,1.1,4.52,91.69
2025-08-12,Dehradun,42.22,50.63,30.07,12.3,0.98,24.71,117.06
2025-08-13,Dehradun,32.82,77.21,24.38,5.65,0.72,32.26,94.48
2025-08-14,Dehradun,37.11,82.64,26.56,10.13,0.72,22.81,104.28
2025-08-15,Dehradun,39.38,93.69,45.44,8.42,0.82,14.88,109.95
2025-08-16,Dehradun,22.0,51.66,2.0,5.17,1.37,22.87,71.36
2025-08-17,Dehradun,30.72,36.08,32.81,8.74,1.07,8.99,89.99
2025-08-18,Dehradun,27.52,76.7,24.0,7.78,1.35,23.14,83.17
2025-08-19,Dehradun,44.94,55.94,16.56,8.63,1.35,25.79,123.85
2025-08-20,Dehradun,35.96,62.64,26.16,8.34,1.26,37.89,101.39
2025-08-21,Dehradun,20.78,130.34,12.93,8.36,0.6,24.41,68.76
2025-08-22,Dehradun,44.64,67.79,31.34,5.93,0.26,26.0,123.1
2025-08-23,Dehradun,33.65,58.13,20.58,8.42,0.75,24.75,96.27
2025-08-24,Dehradun,48.99,110.75,35.89,7.69,1.18,19.82,133.97
2025-08-25,Dehradun,29.08,87.15,22.63,8.3,0.69,30.65,86.49
2025-08-26,Dehradun,29.94,90.28,18.8,4.93,1.61,18.46,88.33
2025-08-27,Dehradun,14.65,47.23,30.99,9.48,0.77,18.21,55.66
2025-08-28,Dehradun,42.36,95.51,24.26,8.86,1.43,35.15,117.4
2025-08-29,Dehradun,18.72,53.45,19.42,9.68,0.98,24.4,64.36
2025-08-30,Dehradun,33.98,66.72,24.2,10.29,0.69,21.37,96.97
2025-08-31,Dehradun,17.62,70.72,21.4,10.41,1.08,19.82,62.02
2025-09-01,Dehradun,29.5,101.1,10.78,5.32,1.09,18.3,87.4
2025-09-02,Dehradun,38.89,66.32,25.94,7.55,1.04,14.47,108.71
2025-09-03,Dehradun,35.5,40.5,18.7,8.67,1.56,36.21,100.26
2025-09-04,Dehradun,26.51,48.21,26.91,12.81,1.69,16.21,81.0
2025-09-05,Dehradun,33.11,86.7,32.15,8.98,0.9,25.71,95.11
2025-09-06,Dehradun,45.47,50.5,35.28,10.18,0.78,28.15,125.18
2025-09-07,Dehradun,44.09,86.11,37.12,7.17,1.21,6.07,121.73
2025-09-08,Dehradun,45.6,86.69,34.03,4.39,1.46,27.9,125.5
2025-09-09,Dehradun,26.87,90.64,28.39,2.11,1.31,17.26,81.76
2025-09-10,Dehradun,12.75,74.68,23.45,11.41,1.15,26.67,51.6
2025-09-11,Dehradun,39.05,87.7,16.6,7.8,1.02,26.48,109.12
2025-09-12,Dehradun,34.04,52.32,19.55,12.15,0.4,26.22,97.1
2025-09-13,Dehradun,47.51,78.33,39.04,10.02,1.23,19.49,130.27
2025-09-14,Dehradun,36.07,78.59,22.47,4.97,0.6,23.03,101.68
2025-09-15,Dehradun,17.82,61.32,5.87,9.7,1.54,22.61,62.44
2025-09-16,Dehradun,54.06,93.17,27.11,6.86,0.94,25.63,146.65
2025-09-17,Dehradun,31.28,78.23,28.56,6.51,1.52,20.96,91.21
2025-09-18,Dehradun,33.48,48.14,21.79,13.67,0.72,24.94,95.89
2025-09-19,Dehradun,28.61,33.61,28.7,5.53,1.21,27.85,85.48
2025-09-20,Dehradun,34.77,72.5,16.02,9.32,1.0,10.15,98.66
2025-09-21,Dehradun,43.89,91.35,36.28,13.71,1.39,25.51,121.24
2025-09-22,Dehradun,46.31,51.31,10.74,5.77,1.59,18.4,127.28
2025-09-23,Dehradun,41.9,83.22,27.83,3.37,1.22,19.34,116.26
2025-09-24,Dehradun,55.37,92.63,21.81,12.5,1.22,12.31,149.93
2025-09-25,Dehradun,33.7,102.16,18.06,7.0,0.54,14.79,96.37
2025-09-26,Dehradun,21.79,41.34,18.23,12.41,1.07,27.05,70.93
2025-09-27,Dehradun,48.9,53.9,18.81,9.5,0.83,26.62,133.75
2025-09-28,Dehradun,54.88,59.88,21.92,6.61,0.87,18.41,148.7
2025-07-01,Amritsar,29.12,69.93,26.73,10.06,1.07,29.42,86.59
2025-07-02,Amritsar,26.39,44.06,21.76,8.59,1.42,31.19,80.74
2025-07-03,Amritsar,36.69,82.79,35.0,4.86,1.0,39.35,103.23
2025-07-04,Amritsar,44.11,78.66,31.37,3.19,0.82,16.55,121.77
2025-07-05,Amritsar,37.18,58.88,23.97,6.27,0.43,28.06,104.45
2025-07-06,Amritsar,11.23,51.92,12.68,4.56,1.16,30.06,46.79
2025-07-07,Amritsar,13.81,55.64,9.48,5.38,1.11,27.67,53.88
2025-07-08,Amritsar,7.77,78.61,16.01,3.55,1.11,26.29,32.39
2025-07-09,Amritsar,32.73,46.78,23.6,5.02,1.32,29.22,94.3
2025-07-10,Amritsar,45.76,67.96,33.45,4.14,1.79,16.1,125.9
2025-07-11,Amritsar,9.16,95.4,18.45,7.55,0.67,36.76,38.18
2025-07-12,Amritsar,54.68,98.22,24.65,10.14,1.06,29.06,148.19
2025-07-13,Amritsar,28.16,99.13,20.01,6.16,0.89,23.94,84.53
2025-07-14,Amritsar,28.17,76.85,19.72,9.57,1.69,22.74,84.55
2025-07-15,Amritsar,57.61,87.22,39.45,7.02,0.42,18.19,152.33
2025-07-16,Amritsar,27.07,50.03,6.98,10.27,0.34,28.16,82.19
2025-07-17,Amritsar,59.26,64.26,26.98,6.0,1.41,15.45,154.06
2025-07-18,Amritsar,32.3,91.04,24.08,2.31,1.58,14.95,93.38
2025-07-19,Amritsar,36.55,82.4,26.25,14.81,1.37,21.35,102.86
2025-07-20,Amritsar,42.04,73.99,25.33,7.93,0.91,23.75,116.59
2025-07-21,Amritsar,26.56,31.56,32.86,5.5,1.14,17.92,81.11
2025-07-22,Amritsar,25.17,47.89,32.06,10.77,1.09,19.32,78.14
2025-07-23,Amritsar,12.11,82.41,17.72,3.85,1.09,20.46,50.24
2025-07-24,Amritsar,15.73,40.8,26.62,5.23,1.28,23.66,57.97
2025-07-25,Amritsar,46.58,52.04,26.22,9.11,0.83,29.02,127.94
2025-07-26,Amritsar,14.0,51.89,10.49,4.99,1.02,27.46,54.27
2025-07-27,Amritsar,30.67,54.73,10.81,3.56,1.2,27.66,89.9
2025-07-28,Amritsar,29.98,94.12,17.2,6.03,0.96,31.38,88.41
2025-07-29,Amritsar,35.23,40.23,31.91,12.74,0.98,17.08,99.64
2025-07-30,Amritsar,43.79,107.14,30.67,2.33,1.38,25.01,120.97
2025-07-31,Amritsar,22.57,94.61,28.11,11.14,0.66,24.67,72.59
2025-08-01,Amritsar,23.1,73.38,35.99,2.92,0.53,27.65,73.73
2025-08-02,Amritsar,31.84,89.52,16.73,7.35,1.36,23.41,92.38
2025-08-03,Amritsar,13.74,126.77,26.91,3.18,1.21,24.87,53.72
2025-08-04,Amritsar,45.43,86.63,22.45,2.03,1.26,12.77,125.09
2025-08-05,Amritsar,48.49,53.99,29.56,5.23,0.88,17.67,132.72
2025-08-06,Amritsar,42.88,56.71,30.86,5.41,0.99,22.83,118.69
2025-08-07,Amritsar,37.42,52.32,31.08,6.39,1.3,22.19,105.06
2025-08-08,Amritsar,41.15,60.67,18.26,8.48,0.88,31.36,114.37
2025-08-09,Amritsar,33.8,39.86,19.0,4.2,1.51,27.04,96.59
2025-08-10,Amritsar,32.82,73.78,23.15,9.78,1.29,26.75,94.48
2025-08-11,Amritsar,29.75,53.55,28.58,11.85,1.52,31.8,87.92
2025-08-12,Amritsar,35.76,49.03,17.19,11.34,0.34,31.44,100.89
2025-08-13,Amritsar,23.51,105.74,23.06,9.37,2.03,20.61,74.6
2025-08-14,Amritsar,27.73,51.9,14.78,6.21,0.86,14.56,83.62
2025-08-15,Amritsar,29.68,75.29,16.0,6.71,1.64,13.68,87.78
2025-08-16,Amritsar,55.0,60.0,24.87,11.04,1.71,24.83,149.01
2025-08-17,Amritsar,24.25,51.26,19.05,12.87,0.93,24.0,76.18
2025-08-18,Amritsar,19.99,43.9,24.23,6.23,0.98,13.37,67.08
2025-08-19,Amritsar,31.05,97.09,16.53,9.89,0.1,17.27,90.69
2025-08-20,Amritsar,11.19,93.7,31.74,4.1,1.2,29.55,46.63
2025-08-21,Amritsar,48.96,58.95,6.11,4.5,1.39,34.93,133.9
2025-08-22,Amritsar,36.11,60.07,45.08,8.42,0.59,21.58,101.77
2025-08-23,Amritsar,44.55,65.33,29.72,2.38,0.51,17.79,122.89
2025-08-24,Amritsar,28.91,73.29,28.73,14.6,0.78,20.49,86.13
2025-08-25,Amritsar,24.18,88.43,32.34,5.86,1.91,18.06,76.03
2025-08-26,Amritsar,46.77,98.34,13.77,8.93,0.1,27.09,128.43
2025-08-27,Amritsar,20.74,80.1,30.62,10.56,1.44,22.96,68.68
2025-08-28,Amritsar,29.0,66.69,15.3,6.56,0.96,17.27,86.31
2025-08-29,Amritsar,11.29,40.78,2.0,6.28,1.22,6.17,47.06
2025-08-30,Amritsar,35.71,64.94,14.61,5.91,1.5,16.33,100.78
2025-08-31,Amritsar,35.96,77.04,18.62,10.22,1.24,20.62,101.39
2025-09-01,Amritsar,60.51,86.42,9.54,6.03,2.07,16.1,155.38
2025-09-02,Amritsar,33.85,92.2,29.27,9.59,1.38,22.53,96.69
2025-09-03,Amritsar,23.03,75.45,20.21,5.76,1.67,20.05,73.57
2025-09-04,Amritsar,55.46,75.04,23.57,1.75,1.93,22.07,150.06
2025-09-05,Amritsar,8.95,91.32,25.34,4.41,1.45,7.16,37.28
2025-09-06,Amritsar,24.71,61.73,30.71,13.92,0.98,25.09,77.15
2025-09-07,Amritsar,65.65,70.65,27.31,3.49,1.86,18.15,160.79
2025-09-08,Amritsar,37.67,74.14,25.46,5.9,1.18,32.87,105.68
2025-09-09,Amritsar,60.0,65.0,20.1,4.77,2.15,23.15,154.84
2025-09-10,Amritsar,46.76,81.75,41.55,6.46,0.64,33.21,128.39
2025-09-11,Amritsar,47.17,80.81,37.99,8.74,1.71,23.46,129.43
2025-09-12,Amritsar,41.45,74.95,19.99,6.58,0.92,23.77,115.11
2025-09-13,Amritsar,30.02,79.25,28.3,7.82,1.17,18.84,88.51
2025-09-14,Amritsar,29.84,34.84,22.87,4.24,1.12,17.87,88.13
2025-09-15,Amritsar,10.17,114.78,23.06,11.54,0.87,32.32,42.36
2025-09-16,Amritsar,19.87,71.86,15.57,15.0,0.98,26.87,66.81
2025-09-17,Amritsar,37.26,65.2,26.85,11.28,1.35,23.16,104.65
2025-09-18,Amritsar,40.52,107.49,21.46,1.64,0.64,16.2,112.81
2025-09-19,Amritsar,22.43,50.44,23.56,7.94,1.17,17.92,72.29
2025-09-20,Amritsar,45.13,78.26,36.4,9.74,0.94,30.14,124.31
2025-09-21,Amritsar,35.88,82.82,29.28,6.83,1.12,21.54,101.21
2025-09-22,Amritsar,23.05,28.05,18.35,7.8,1.51,27.27,73.61
2025-09-23,Amritsar,29.93,54.0,22.2,4.27,0.23,12.82,88.31
2025-09-24,Amritsar,48.1,102.7,28.92,7.03,0.52,20.98,131.76
2025-09-25,Amritsar,42.06,85.99,29.86,10.83,1.86,19.96,116.64
2025-09-26,Amritsar,66.2,71.2,17.2,7.8,1.3,21.03,161.37
2025-09-27,Amritsar,25.27,109.04,18.2,4.14,1.76,27.3,78.36
2025-09-28,Amritsar,48.13,73.84,13.85,7.45,0.47,23.56,131.82
